,elapsed_time,age,evaluation_year,tree,FullDataSet False Positives,FullDataSet False Negatives,FullDataSet Num Elements,id,optimization,generation
356,111.204,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",16.6,18.2,44.0,357,2,2
357,133.831,1.0,16,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 3.1341033733288803)",94.6,14.0,42.0,358,2,2
358,135.235,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [-4, 2]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,35.0,359,2,2
359,141.031,1.0,2,"BaggedLearner(ARG0, learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",13.4,20.0,27.0,360,2,2
360,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,361,2,2
361,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,362,2,2
362,130.124,1.0,0,"SingleLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",11.6,21.0,27.0,363,2,2
363,114.95,1.0,2,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [-15, 0]), 5, myFloatDiv(0.1, 0.1))",6.0,36.2,68.0,364,2,2
364,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,365,2,2
365,160.518,1.0,1,"AdaBoostLearner(scSubInt(ARG0, 128), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",32.0,13.2,48.0,366,2,2
366,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,367,2,2
367,113.019,1.0,2,"AdaBoostLearner(AdaBoostLearner(ARG0, ModifyLearnerInt(ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 32, 2136), myAnd(equal(myFloatMult(myFloatAdd(myIntToFloat(32), ifThenElseFloat(trueBool, 1.0, 100.0)), myFloatDiv(passFloat(1.0), ifThenFloat(falseBool, 1.0))), myIntToFloat(greaterThan(passFloat(10.0), 0.1))), passBool(trueBool)), 5900), passTriState(1), myIntToFloat(9)), learnerType('Bayes', None), 2, 3.1341033733288803)",106.2,4.2,82.0,368,2,2
368,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,369,2,2
369,127.264,1.0,16,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 128, myIntToFloat(10))",86.2,12.8,49.0,370,2,2
370,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,371,2,2
371,5.40138,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",106.2,8.8,29.0,372,2,2
372,150.136,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",12.6,19.2,28.0,373,2,2
373,168.034,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 100), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",6.0,49.2,35.0,374,2,2
374,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,375,2,2
375,141.898,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 3, myFloatDiv(0.1, 0.1))",5.4,54.6,29.0,376,2,2
376,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,377,2,2
377,124.549,1.0,17,"AdaBoostLearner(scSubInt(ARG0, 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",31.8,14.2,48.0,378,2,2
378,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,379,2,2
379,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,380,2,2
380,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,381,2,2
381,5.40266,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntSub(255, myIntSub(4, 2)), 1.0)",3.8,46.8,55.0,382,2,2
382,185.679,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",13.0,18.4,36.0,383,2,2
383,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,384,2,2
384,5.39663,1.0,17,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(0))",6.6,48.4,38.0,385,2,2
385,5.40078,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [1, 13]), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",10.8,26.6,32.0,386,2,2
386,178.116,1.0,17,"BaggedLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",9.8,20.8,38.0,387,2,2
387,137.659,1.0,17,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 255, 0.01)",4.0,45.6,47.0,388,2,2
388,114.677,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 4.277402487995257, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(1))",18.8,19.0,32.0,389,2,2
389,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,390,2,2
390,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,391,2,2
391,132.044,1.0,1,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 2, 1.0)",3.8,47.2,44.0,392,2,2
392,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,393,2,2
393,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,394,2,3
394,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,395,2,3
395,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,396,2,3
396,111.204,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",16.6,18.2,44.0,397,2,3
397,189.779,1.0,3,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(255, 6), 0.1)",8.6,34.2,44.0,398,2,3
398,133.831,1.0,16,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 3.1341033733288803)",94.6,14.0,42.0,399,2,3
399,135.235,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [-4, 2]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,35.0,400,2,3
400,141.031,1.0,2,"BaggedLearner(ARG0, learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",13.4,20.0,27.0,401,2,3
401,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,402,2,3
402,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,403,2,3
403,130.124,1.0,0,"SingleLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",11.6,21.0,27.0,404,2,3
404,114.95,1.0,2,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [-15, 0]), 5, myFloatDiv(0.1, 0.1))",6.0,36.2,68.0,405,2,3
405,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,406,2,3
406,160.518,1.0,1,"AdaBoostLearner(scSubInt(ARG0, 128), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",32.0,13.2,48.0,407,2,3
407,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,408,2,3
408,113.019,1.0,2,"AdaBoostLearner(AdaBoostLearner(ARG0, ModifyLearnerInt(ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 32, 2136), myAnd(equal(myFloatMult(myFloatAdd(myIntToFloat(32), ifThenElseFloat(trueBool, 1.0, 100.0)), myFloatDiv(passFloat(1.0), ifThenFloat(falseBool, 1.0))), myIntToFloat(greaterThan(passFloat(10.0), 0.1))), passBool(trueBool)), 5900), passTriState(1), myIntToFloat(9)), learnerType('Bayes', None), 2, 3.1341033733288803)",106.2,4.2,82.0,409,2,3
409,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,410,2,3
410,127.264,1.0,16,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 128, myIntToFloat(10))",86.2,12.8,49.0,411,2,3
411,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,412,2,3
412,5.40138,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",106.2,8.8,29.0,413,2,3
413,154.909,1.0,2,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",17.0,18.2,37.0,414,2,3
414,150.136,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",12.6,19.2,28.0,415,2,3
415,168.034,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 100), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",6.0,49.2,35.0,416,2,3
416,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,417,2,3
417,141.898,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 3, myFloatDiv(0.1, 0.1))",5.4,54.6,29.0,418,2,3
418,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,419,2,3
419,174.092,1.0,3,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Bayes', None), [1, -1]), 10, myFloatDiv(myIntToFloat(64), 10.0))",83.4,18.8,34.0,420,2,3
420,124.549,1.0,17,"AdaBoostLearner(scSubInt(ARG0, 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",31.8,14.2,48.0,421,2,3
421,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,422,2,3
422,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,423,2,3
423,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,424,2,3
424,5.40266,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntSub(255, myIntSub(4, 2)), 1.0)",3.8,46.8,55.0,425,2,3
425,185.679,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",13.0,18.4,36.0,426,2,3
426,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,427,2,3
427,5.39663,1.0,17,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(0))",6.6,48.4,38.0,428,2,3
428,5.40078,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [1, 13]), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",10.8,26.6,32.0,429,2,3
429,178.816,1.0,2,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), 0.1), passFloat(100.0), passTriState(1))",18.8,19.0,29.0,430,2,3
430,178.116,1.0,17,"BaggedLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",9.8,20.8,38.0,431,2,3
431,137.659,1.0,17,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 255, 0.01)",4.0,45.6,47.0,432,2,3
432,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,433,2,3
433,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,434,2,3
434,132.044,1.0,1,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 2, 1.0)",3.8,47.2,44.0,435,2,3
435,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,436,2,3
436,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,437,2,4
437,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,438,2,4
438,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,439,2,4
439,111.204,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",16.6,18.2,44.0,440,2,4
440,189.779,1.0,3,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(255, 6), 0.1)",8.6,34.2,44.0,441,2,4
441,133.831,1.0,16,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 3.1341033733288803)",94.6,14.0,42.0,442,2,4
442,135.235,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [-4, 2]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,35.0,443,2,4
443,141.031,1.0,2,"BaggedLearner(ARG0, learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",13.4,20.0,27.0,444,2,4
444,138.692,1.0,4,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 255, 1.0)",3.8,45.6,51.0,445,2,4
445,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,446,2,4
446,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,447,2,4
447,130.124,1.0,0,"SingleLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",11.6,21.0,27.0,448,2,4
448,114.95,1.0,2,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [-15, 0]), 5, myFloatDiv(0.1, 0.1))",6.0,36.2,68.0,449,2,4
449,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,450,2,4
450,160.518,1.0,1,"AdaBoostLearner(scSubInt(ARG0, 128), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",32.0,13.2,48.0,451,2,4
451,165.878,1.0,4,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(255, 2), 0.01)",4.0,45.4,43.0,452,2,4
452,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,453,2,4
453,7.5409,1.0,4,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), ifThenFloat(trueBool, 0.01)), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",10.6,22.6,35.0,454,2,4
454,113.019,1.0,2,"AdaBoostLearner(AdaBoostLearner(ARG0, ModifyLearnerInt(ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 32, 2136), myAnd(equal(myFloatMult(myFloatAdd(myIntToFloat(32), ifThenElseFloat(trueBool, 1.0, 100.0)), myFloatDiv(passFloat(1.0), ifThenFloat(falseBool, 1.0))), myIntToFloat(greaterThan(passFloat(10.0), 0.1))), passBool(trueBool)), 5900), passTriState(1), myIntToFloat(9)), learnerType('Bayes', None), 2, 3.1341033733288803)",106.2,4.2,82.0,455,2,4
455,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,456,2,4
456,127.264,1.0,16,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 128, myIntToFloat(10))",86.2,12.8,49.0,457,2,4
457,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,458,2,4
458,5.40138,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",106.2,8.8,29.0,459,2,4
459,154.909,1.0,2,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",17.0,18.2,37.0,460,2,4
460,150.136,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",12.6,19.2,28.0,461,2,4
461,168.034,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 100), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",6.0,49.2,35.0,462,2,4
462,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,463,2,4
463,141.898,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 3, myFloatDiv(0.1, 0.1))",5.4,54.6,29.0,464,2,4
464,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,465,2,4
465,174.092,1.0,3,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Bayes', None), [1, -1]), 10, myFloatDiv(myIntToFloat(64), 10.0))",83.4,18.8,34.0,466,2,4
466,124.549,1.0,17,"AdaBoostLearner(scSubInt(ARG0, 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",31.8,14.2,48.0,467,2,4
467,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,468,2,4
468,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,469,2,4
469,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,470,2,4
